dtype,total_mb,subarray,detector,crsplit,x_size,pctecorr,mem_bin,memory,instr,drizcorr,wallclock,n_files,timestamp,x_files,ipst
0,34.3,0,1,1,0.9043997085827337,1,0,1.24,0,1,2131.0,1,1620740441,-2.645915164521277,j6fl1amnq
0,2.0,1,0,0,-0.6134846679631814,0,0,0.45664399999999994,1,0,32.0,2,1620740441,-0.28988624880095043,la9k04nwq
1,9.0,0,0,2,0.15019368112963088,0,0,0.6813520000000001,0,1,139.0,9,1620740441,1.975929531274675,j8qo13030
0,24.0,0,0,0,0.7026029302238583,0,0,0.583972,3,1,76.0,2,1620740441,-0.28988624880095043,ib2k92d5q
0,1.0,1,0,0,-0.8807389346057599,0,0,0.456192,1,0,24.0,2,1620740441,-0.28988624880095043,la9k02ygq
0,0.0,1,0,0,-1.3498008528204737,0,0,0.455716,1,0,16.0,2,1620740441,-0.28988624880095043,la9k03f7q
0,34.0,0,1,2,0.8994476926639713,1,1,2.044104,0,1,2257.0,2,1620740441,-0.28988624880095043,j8i09tasq
0,0.0,0,0,0,-1.3498008528204737,0,0,0.45516,1,0,15.0,2,1620740441,-0.28988624880095043,laa005m1q
0,2.3,0,0,1,-0.5514123049645293,0,0,1.1,0,1,55.0,1,1620740441,-2.645915164521277,j6n502isq
0,34.0,0,1,2,0.8994476926639713,1,1,2.0478400000000003,0,1,1721.0,2,1620740441,-0.28988624880095043,j8i0cswvq
0,0.0,1,0,0,-1.3498008528204737,0,0,0.45532,1,0,22.0,2,1620740441,-0.28988624880095043,la7t03tsq
0,0.0,1,0,0,-1.3498008528204737,0,0,0.455384,1,0,20.0,2,1620740441,-0.28988624880095043,la9k02d7q
0,0.0,0,0,0,-1.3498008528204737,0,0,0.45471999999999996,1,0,15.0,2,1620740441,-0.28988624880095043,laa005meq
0,34.0,0,1,2,0.8994476926639713,1,1,2.0443439999999997,0,1,1777.0,2,1620740441,-0.28988624880095043,j8i0axyzq
0,1.0,1,0,0,-0.8807389346057599,0,0,0.45979200000000003,3,1,24.0,2,1620740441,-0.28988624880095043,ibcf13anq
0,34.0,0,1,2,0.8994476926639713,1,1,2.0771,0,1,1800.0,2,1620740441,-0.28988624880095043,j8i0c9h8q
0,0.0,0,0,0,-1.3498008528204737,0,0,0.46146800000000004,1,0,17.0,2,1620740441,-0.28988624880095043,lb2a11j2q
1,9.0,0,0,2,0.15019368112963088,0,0,0.661876,0,1,111.0,9,1620740441,1.975929531274675,j8rq09010
0,20.0,0,0,0,0.5993477643146179,0,0,0.573216,3,1,74.0,2,1620740441,-0.28988624880095043,ib8d0aauq
1,7.0,0,0,2,0.011956763511197179,0,0,0.596016,0,1,89.0,7,1620740441,1.8053906355027929,j8st32040
0,34.0,0,1,2,0.8994476926639713,1,1,2.045128,0,1,1646.0,2,1620740441,-0.28988624880095043,j8i0b0onq
0,7.0,0,0,0,0.011956763511197179,0,0,0.509868,3,1,60.0,2,1620740441,-0.28988624880095043,ibbu02vfq
1,9.0,0,0,2,0.15019368112963088,0,0,0.682828,0,1,120.0,9,1620740441,1.975929531274675,j8qo24010
1,9.0,0,0,2,0.15019368112963088,0,0,0.674084,0,1,123.0,9,1620740441,1.975929531274675,j8qo25050
0,34.0,0,1,2,0.8994476926639713,1,1,2.0672040000000003,0,1,1789.0,2,1620740441,-0.28988624880095043,j8i0cne3q
0,7.0,0,0,0,0.011956763511197179,0,0,0.504352,3,1,53.0,2,1620740441,-0.28988624880095043,ibbt02b6q
